1,2,3,4,5,6,7,8,9,label
84,0,87,6,-2,0,3,90,86,1
76,0,80,0,-42,-17,4,124,120,1
85,0,89,0,2,-11,4,86,82,1
80,1,84,0,-38,0,4,123,118,1
82,0,86,3,-12,0,4,99,94,1
82,2561,106,-4,34,-20,24,72,48,0
102,4,102,1,72,18,1,30,30,1
80,0,84,0,-38,-3,4,123,118,1
105,-2,107,-4,70,0,2,37,36,1
91,-38,107,0,64,-36,16,42,26,0
85,0,89,0,2,-10,4,86,82,1
81,1,85,0,-40,9,4,126,122,1
85,-3,88,0,0,0,3,88,84,1
81,1,84,0,-12,13,3,97,94,1
78,0,83,5,-46,0,4,129,124,1
85,0,88,-2,2,-9,3,86,82,1
71,-8,75,-5,-40,7,4,116,112,1
102,2,103,0,70,-13,1,33,32,1
81,2,85,5,-24,0,4,111,106,1
81,-1,85,0,-22,0,4,108,104,1
80,0,84,0,-28,-6,4,112,108,1
81,4,84,0,-14,1,3,100,96,1
123,656,105,1,36,-4,-18,69,86,1
42,-25,77,0,-2,0,34,79,46,0
52,-69,88,0,8,6,36,81,44,0
79,0,84,1,-42,-1,4,128,124,1
79,4,83,0,-42,0,4,126,122,1
81,0,86,0,-40,4,4,127,122,1
103,5,104,2,70,-27,1,35,34,1
81,0,84,0,-18,31,4,103,98,1
104,4,105,0,72,5,1,33,32,1
79,0,83,-3,-38,0,4,122,118,1
76,0,81,-2,-40,16,5,122,118,1
79,0,83,0,-30,18,4,114,110,1
104,1,105,1,70,0,1,35,34,1
103,0,104,-7,70,0,1,34,34,1
101,0,102,0,72,19,1,30,28,1
105,-5,107,0,72,0,1,35,34,1
102,1,103,0,70,-5,1,33,32,1
81,0,84,0,-14,21,3,100,96,1
104,-9,107,-1,70,0,3,37,34,1
104,3,105,0,72,2,1,33,32,1
79,0,84,0,-10,32,4,94,90,1
81,-1,84,0,-14,6,4,100,96,1
105,-2,106,-3,72,1,1,33,32,1
104,0,105,0,72,1,1,33,32,1
81,1,84,0,-20,0,4,105,102,1
107,1,108,0,70,0,1,38,36,1
105,5,106,5,72,6,1,34,32,1
81,0,84,0,-18,-12,3,103,100,1
104,0,106,0,70,0,1,36,34,1
81,-3,86,0,-22,0,4,109,104,1
79,-1,84,0,-32,0,4,117,112,1
81,0,84,0,-18,19,4,103,98,1
75,3,79,3,-42,0,4,123,120,1
84,-2,88,0,6,0,4,83,80,1
102,0,103,0,70,-19,1,33,32,1
85,0,88,-3,2,-7,3,86,82,1
87,1,89,0,8,1,2,81,78,1
105,2,107,5,70,0,1,37,36,1
80,0,84,8,-20,0,4,105,100,1
80,5,84,2,-38,-13,4,123,118,1
84,0,88,0,0,12,3,88,84,1
80,3,84,0,-40,6,4,126,122,1
79,0,83,0,98,8098,4,-14,-18,1
106,3,107,1,72,0,1,35,34,1
76,0,80,-3,-42,-11,4,124,120,1
102,3,102,0,72,12,1,30,30,1
79,0,84,2,-32,-7,4,117,112,1
80,-3,84,-4,-42,-30,4,128,124,1
80,-2,84,-2,-40,12,4,126,122,1
102,0,103,1,70,-8,1,33,32,1
87,3,89,0,8,0,2,81,80,1
84,-10,89,0,8,0,5,81,76,1
79,0,83,-3,-32,-3,4,117,112,1
82,5,86,0,-24,-24,4,112,108,1
78,4,81,0,-40,0,4,123,120,1
102,0,103,0,72,31,1,31,30,1
102,-1,103,0,72,23,1,31,30,1
87,4,89,0,8,0,2,81,80,1
84,5,86,0,-2,0,3,89,86,1
82,0,86,0,-10,23,3,96,92,1
101,-1,102,-1,72,0,1,29,28,1
105,6,106,2,70,0,1,36,36,1
80,-2,84,0,-14,-3,4,99,96,1
82,0,85,-1,-2,0,3,88,84,1
108,1,109,0,72,1,1,36,36,1
85,0,88,0,2,25,3,86,82,1
107,0,108,0,72,8,1,36,34,1
106,0,107,0,72,6,1,35,34,1
80,0,84,0,-28,-28,4,112,108,1
104,0,104,-4,70,0,1,35,34,1
81,-3,84,0,-14,1,4,100,96,1
102,0,103,0,70,-4,1,33,32,1
82,0,86,1,-2,6,4,88,84,1
82,0,85,-2,-10,0,3,95,92,1
79,4,83,0,-46,0,4,130,126,1
37,-51,106,-1,34,-1,69,72,4,0
105,0,106,0,70,0,1,36,34,1
81,0,84,0,-18,22,4,103,98,1
81,0,85,0,-40,4,4,126,122,1
76,0,81,-6,-42,-11,5,125,120,1
83,0,86,0,-4,11,3,92,88,1
84,1,88,0,0,2,3,88,84,1
79,5,83,1,-42,0,4,126,122,1
85,0,88,-1,0,0,3,88,84,1
80,1,84,0,-32,0,4,117,114,1
82,0,85,-1,-2,7,3,88,84,1
71,5,75,2,-40,16,4,116,112,1
105,0,106,-7,72,16,1,34,34,1
85,-38,107,0,64,-3,22,42,20,0
85,0,89,6,2,-11,4,86,82,1
76,1,81,1,-40,9,5,122,118,1
84,-1,88,-2,-2,-8,3,90,88,1
86,3,89,0,8,19,3,81,78,1
85,0,88,-273,0,0,3,88,84,1
37,-64,106,-1,34,-2,69,72,4,0
80,0,84,0,-40,31,4,125,122,1
77,0,81,0,-40,6,4,123,118,1
106,0,108,0,70,0,1,38,36,1
105,1,107,6,70,0,1,37,36,1
82,0,85,-1,-6,6,3,93,90,1
85,0,88,0,6,16,3,83,80,1
81,0,84,7,-14,0,4,100,96,1
80,0,85,2,-40,3,5,126,122,1
85,1,88,1,-2,0,3,91,88,1
84,2,87,0,-2,0,3,90,86,1
83,0,86,5,-2,0,4,89,86,1
106,-5,108,2,72,0,2,35,34,1
82,1,86,0,-40,9,4,128,124,1
79,2,83,0,-30,0,4,114,110,1
84,0,88,0,0,14,3,88,84,1
102,0,102,-6,72,25,1,30,30,1
81,0,84,0,-22,-28,4,108,104,1
106,0,108,1,72,2,1,35,34,1
82,5,86,1,-2,4,3,88,84,1
82,0,86,-1,-40,8,4,128,124,1
80,0,84,7,-38,-2,5,123,118,1
82,0,86,0,-42,-29,5,130,126,1
104,2,105,2,70,0,1,35,34,1
85,-4,89,0,2,0,4,86,82,1
81,0,84,-2,-18,17,4,103,98,1
80,0,84,4,-36,25,5,121,116,1
80,0,84,3,-20,0,4,105,100,1
76,-5,81,0,-40,0,4,122,118,1
78,-1,83,0,-40,1,4,124,120,1
79,-40,107,0,62,-6,28,45,16,0
85,0,88,-1,6,19,3,83,80,1
105,4,106,2,72,6,1,33,32,1
83,0,86,0,-4,-7,4,92,88,1
106,0,108,0,70,-1,1,38,36,1
81,0,84,-2,-22,0,3,108,104,1
79,0,83,0,-42,-81,4,127,124,1
85,5,89,0,6,-5,4,84,80,1
80,1,84,6,-40,9,5,126,122,1
80,0,84,-3,-42,0,4,128,124,1
83,-5,86,0,-4,-15,4,92,88,1
80,-32,88,-6,8,0,9,81,72,0
104,-1,106,-3,70,-4,1,36,34,1
85,0,88,0,2,-13,3,86,82,1
101,-4,102,0,70,-6,1,33,32,1
73,11,77,9,-42,-5,4,121,118,1
71,3,75,1,-40,16,4,116,112,1
79,5,83,0,-42,0,4,127,122,1
78,1,82,1,-40,12,4,123,120,1
102,0,103,0,70,-3,1,33,32,1
85,7,89,0,8,22,4,81,78,1
105,0,106,-2,70,-1,1,36,36,1
81,3,85,0,-12,0,4,98,94,1
108,2,109,0,72,4,1,36,36,1
102,0,103,0,70,-2,1,33,32,1
85,1,88,0,2,3,3,86,82,1
106,0,107,-2,70,0,1,37,36,1
83,0,86,0,-6,-12,3,94,90,1
83,0,86,0,-4,10,3,92,88,1
105,-5,106,2,70,0,2,36,34,1
104,2,105,4,70,0,1,35,34,1
81,-6,86,-1,-40,0,5,127,122,1
106,0,108,4,70,0,2,38,36,1
123,170,105,0,36,-1,-18,69,86,1
82,1,86,0,-22,4,4,109,106,1
80,-3,84,0,-40,4,5,126,122,1
85,0,89,0,6,16,4,84,80,1
105,-4,106,0,70,0,2,36,34,1
81,-1,84,-3,-18,26,4,103,98,1
81,0,84,0,-18,0,4,103,98,1
102,0,103,0,70,-1,1,33,32,1
80,0,84,0,-24,28,4,110,106,1
81,-3,85,0,-22,0,4,108,104,1
37,-32,106,0,34,-1,69,72,4,0
105,-1,106,0,70,0,1,36,36,1
47,22,79,0,42,0,31,37,6,0
80,0,84,0,-32,16,4,117,114,1
83,0,87,0,-42,-30,4,131,126,1
106,-4,107,-6,72,0,1,35,34,1
80,0,84,0,-38,-4,4,123,118,1
83,-1,86,0,-6,0,4,94,90,1
83,0,86,2,-2,0,4,89,86,1
89,-37,107,0,64,-14,18,42,24,0
105,4,106,4,72,5,1,34,32,1
83,0,86,-1,-4,15,3,92,88,1
81,0,84,0,-22,-6,4,108,104,1
84,3,86,0,-2,0,3,89,86,1
82,-1,85,-7,-2,1,3,88,84,1
82,3,86,0,-22,15,4,109,106,1
84,6,89,0,8,23,5,81,76,1
79,5,83,1,-40,9,4,125,120,1
101,-2,102,0,70,-2,1,33,32,1
80,0,84,0,-42,0,5,128,124,1
102,-3,104,-1,72,14,1,31,30,1
85,0,88,-2,6,-6,3,83,80,1
101,0,102,0,70,-3,1,33,32,1
80,0,84,0,-36,-29,4,120,116,1
